Nama Herbal,Khasiat,Saran Penyajian
Bawang Merah,"Bawang merah (Allium cepa) mengandung senyawa allicin yang memiliki sifat antibakteri, antiinflamasi, dan analgesik. Senyawa-senyawa ini dapat membantu melawan infeksi bakteri, mengurangi peradangan, dan meredakan nyeri, sehingga dapat membantu mengatasi demam dan perut kembung pada anak.","umbi bawang merah secukupnya dipotong tipis, minyak kepala secukupnya dan minyak kayu putih secukupnya. diremas-remas. minyak remasan dioleskan pada perut yang kembung, seluruh badan, kaki, dan tangan pada anak yang demam."
Bawang Putih,"Bawang putih adalah tanaman herbal yang telah lama digunakan sebagai obat tradisional untuk berbagai macam penyakit, termasuk hipertensi. Kandungan allicin dalam bawang putih memiliki sifat vasodilator, yang dapat membantu melebarkan pembuluh darah.",3 siung bawang putih ditumbuk halus dan diperas dengan air secukupnya lalu disaring. diminum secara teratur setiap hari.
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi, antibakteri, dan ekspektoran. Senyawa-senyawa ini dapat membantu mengurangi peradangan, melawan infeksi bakteri, dan mengencerkan dahak, sehingga dapat membantu mengatasi asma, batuk, dan masuk angin.",3 siung bawang putih ditumbuk halus kemudian ditambah 1 sendok makan madu dan gula batu. diminum setiap pagi sampai sembuh.
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi dan analgesik. Senyawa-senyawa ini dapat membantu mengurangi peradangan dan meredakan nyeri, sehingga dapat membantu mengatasi sakit kepala.",umbi bawang putih ditumbuk halus kemudian digunakan untuk kompres dahi.
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antioksidan, antiinflamasi, dan diuretik. Senyawa-senyawa ini dapat membantu mengurangi peradangan, meningkatkan fungsi hati, dan mengeluarkan cairan berlebih, sehingga dapat membantu mengatasi sakit kuning, sesak napas, dan busung air.","1 umbi bawang putih ditumbuk halus kemudian direbus dengan 3 gelas air sampai mendidih, lalu ditambahkan 1 potong gula batu sebesar telur ayam. diaduk sampai merata dan disaring. diminum 2 kali sehari 2 sdm, pagi dan sore."
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi, analgesik, dan antioksidan. Senyawa-senyawa ini dapat membantu mengurangi peradangan, meredakan nyeri, dan melindungi jaringan di anus, sehingga dapat membantu mengatasi ambeien.",umbi bawang putih ditumbuk halus kemudian diperas dan diambil airnya. dioleskan di sekitar dubur setiap hari.
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat pencahar alami. Senyawa ini dapat membantu melancarkan pencernaan dan melunakkan feses, sehingga dapat membantu mengatasi sembelit.","yoghurt, bawang putih, dan bawang merah secukupnya ditumbuk halus. diperas untuk diambil airnya, diminum biasa."
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi dan antikoagulan. Senyawa-senyawa ini dapat membantu mengurangi peradangan dan mencegah pembekuan darah, sehingga dapat membantu mempercepat penyembuhan luka memar.","bawang putih ditumbuk halus, ditambahkan 1 sendok madu, dicampur sampai merata. dioleskan pada bagian yang luka."
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antibakteri dan antiseptik. Senyawa-senyawa ini dapat membantu membunuh bakteri dan mencegah infeksi, sehingga dapat membantu mempercepat penyembuhan luka terkena benda berkarat.","umbi bawang putih ditumbuk halus, ditambahkan minyak kelapa secukupnya. dicampur merata, dioleskan pada bagian yang luka."
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi, antibakteri, dan antiseptik. Senyawa-senyawa ini dapat membantu mengurangi peradangan, membunuh bakteri, dan mencegah infeksi, sehingga dapat membantu mempercepat penyembuhan abses.","umbi bawang putih dipanasi dengan minyak cat, kemudian ditumbuk halus. ditempelkan pada bagian yang bengkak."
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi dan anestesi. Senyawa-senyawa ini dapat membantu mengurangi peradangan dan rasa sakit, sehingga dapat membantu mengeluarkan serpihan kaca, kayu, atau duri.","umbi bawang putih ditumbuk halus, ditempelkan pada bagian yang kemasukakn serpihan kaca, kayu, atau duri."
Bawang Putih,"Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antiinflamasi, analgesik, dan antihistamin. Senyawa-senyawa ini dapat membantu mengurangi peradangan, nyeri, dan gatal akibat sengatan serangga.","umbi bawang putih ditumbuk halus, kemudian dicampur dengan sendowo dan garam secukupnya. dioleskan pada bagian tubuh yang disengat serangga."
Bawang Putih,Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat antihelmintik. Senyawa ini dapat membantu membunuh cacing parasit dalam tubuh.,beberapa siung bawang putih dikupas dan dicuci bersih. dimakan langsung.
Bawang Putih,Bawang putih (Allium sativum) mengandung senyawa allicin yang memiliki sifat sedatif. Senyawa ini dapat membantu meningkatkan kualitas tidur.,beberapa siung bawang putih dikupas dan dicuci bersih. dimakan langsung sebelum tidur.
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung senyawa saponin, tanin, dan flavonoid yang memiliki sifat antibakteri dan antiinflamasi. Senyawa-senyawa ini dapat membantu membunuh bakteri penyebab kencing nanah dan mengurangi peradangan pada saluran kemih.","1 potong akar (dengan bonggolnya) bayam duri, adas, pulawaras secukupnya. direbus dengan 1 liter air sampai mendidih dan disaring. diminum pagi dan sore."
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung senyawa saponin, tanin, dan flavonoid yang memiliki sifat diuretik. Senyawa-senyawa ini dapat membantu meningkatkan produksi urine, sehingga dapat membantu melancarkan kencing.",1 potong akar (dengan bonggolnya) bayam duri direbus dengan 2 gelas air sampai mendidih hingga tinggal 1 gelas. diminum sekaligus.
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung senyawa saponin, tanin, dan flavonoid yang memiliki sifat antiinflamasi dan ekspektoran. Senyawa-senyawa ini dapat membantu mengurangi peradangan pada saluran pernapasan dan mengeluarkan dahak, sehingga dapat membantu mengatasi gangguan pernapasan dan bronkhitis.","sebatang bayam duri lengkap dengan daun, bunga, dan akarnya, ditumbuk halus kemudian direbus dengan 1 liter air dan disaring. diminum pagi dan sore."
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung senyawa saponin, tanin, dan flavonoid yang memiliki sifat galaktagog. Senyawa-senyawa ini dapat membantu meningkatkan produksi ASI.","sebatang bayam duri lengkap dengan daun, bunga, dan akarnya ditumbuk halus. dioleskan/dibobokkan seputar payudara."
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung zat besi yang tinggi, sehingga dapat membantu meningkatkan kadar hemoglobin dalam darah.","Untuk orang dewasa, 2 genggam daun bayam ditumbuk halus, ditambah 1 gelas air dan diperas/disaring. telur ayam kampung dimasukkan dan diaduk sampai merata. diminum. Sedangkan untuk bayi, 1 genggam daun batang bayam duri daun bayam ditumbuk halus dan diambil airnya kemudian ditambah madu. diminum biasa."
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung senyawa antiinflamasi dan antibakteri, yang dapat membantu mengurangi peradangan dan membunuh bakteri penyebab eksim dan bisul.","1 potong bayam duri ditumbuk halus, dioleskan/dibobokkan pada bagian yang sakit."
Bayam Duri,"Bayam duri (Amaranthus spinosus) mengandung senyawa antipiretik, yang dapat membantu menurunkan suhu tubuh akibat demam.","2 genggam daun batang bayam duri ditumbuk halus, kemudian ditambah air secukupnya. tempelkan di dahi sebagai kompres."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa analgesik dan antiinflamasi, yang dapat membantu meredakan nyeri dan peradangan akibat pegel linu.","1 genggam daun belimbing wuluh yang masih muda, 10 biji cengkih, 15 biji lada, digiling halus lalu tambahkan cuka secukupnya. lumurkan ketempat yang sakit."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antiinflamasi dan diuretik, yang dapat membantu meredakan peradangan dan mengurangi pembengkakan akibat gondongan.",10 ranting muda belimbing wuluh berikut daunnya dan 4 butir bawang merah setelah dicuci bersih lalu ditumbuk halus. balurkan ke tempat yang sakit.
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antibakteri dan ekspektoran, yang dapat membantu meredakan batuk dan mengeluarkan dahak pada anak.","segenggam bunga belimbing wuluh, beberapa butir adas, gula secukupnya dan air 1 cangkir, ditim selama beberapa jam. setelah dingin disaring dengan sepotong kain, dibagi untuk 2 kali minum, pagi dan malam sewaktu perut kosong."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antibakteri, antiinflamasi, dan ekspektoran, yang dapat membantu meredakan batuk, mengurangi peradangan, dan mengencerkan dahak.","25 kuntum bunga belimbing wuluh, 1 jari rimpang temu-giring, 1 jari kulit kayu manis, 1 jari rimpang kencur, 2 butir bawang merah, 1⁄4 genggam daun sendok, dicuci dan dipotong-potong seperlunya. direbus dengan 5 gelas air bersih sampai tersisa 2 1⁄4 gelas. setelah dingin disaring, diminum dengan madu seperlunya. sehari 3 kali 3⁄4 gelas."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antibakteri, antiinflamasi, dan ekspektoran, yang dapat membantu meredakan batuk rejan, mengurangi peradangan di saluran pernapasan, dan mengencerkan dahak.","10 buah belimbing wuluh dicuci lalu ditumbuk halus, diremas dengan 2 sdm air garam, lalu disaring. minum, lakukan 2 kali sehari. Atau dapat dilakukan dengan cara buah belimbing wuluh dibuat manisan, sehari makan 3x 6-8 buah."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antiinflamasi dan analgesik, yang dapat membantu meredakan peradangan dan nyeri akibat rematik.","100 gram daun muda belimbing wuluh, 10 biji cengkih, dan 15 biji merica dicuci lalu digiling halus, tambahkan cuka secukupnya sampai menjadi adonan seperti bubur. oleskan adonan bubur tadi ke tempat yang sakit."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antibakteri dan antiinflamasi, yang dapat membantu membunuh bakteri penyebab sariawan dan mengurangi peradangan di mulut.","2⁄3 genggam bunga belimbing wuluh, dicuci lalu direbus dengan 3 gelas air bersih sampai tersisa 2 1⁄4 gelas. setelah dingin disaring lalu diminum, sehari 3 kali 3⁄4 gelas."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antibakteri, antiinflamasi, dan astringen, yang dapat membantu membunuh bakteri penyebab jerawat, mengurangi peradangan, dan mengecilkan pori-pori.","buah belimbing wuluh secukupnya dicuci lalu ditumbuk halus, diremas dengan air garam seperlunya. untuk menggosok muka yang berjerawat, lakukan 3 kali sehari."
Belimbing Wuluh,"Belimbing wuluh (Averrhoa bilimbi) mengandung senyawa antibakteri, antijamur, dan astringen, yang dapat membantu membunuh bakteri dan jamur penyebab panu, mengurangi peradangan, dan mengecilkan area panu.","10 buah belimbing wuluh dicuci lalu digiling halus, tambahkan kapur sirih sebesar biji asam, diremas sampai rata. ramuan ini dipakai untuk menggosok kulit yang terserang panu. lakukan 2 kali sehari."
Beluntas,"Beluntas memiliki berbagai khasiat, salah satunya adalah untuk mengatasi peradangan saluran pencernaan, sakit perut, dan gangguan pencernaan pada anak. Kandungan flavonoid, tanin, dan saponin dalam beluntas memiliki efek antiinflamasi, antispasmodik, dan antibakteri yang dapat membantu mengatasi berbagai masalah tersebut. Efek antiinflamasi dapat membantu meredakan peradangan, sedangkan efek antispasmodik dapat membantu meredakan nyeri dan kram perut. Efek antibakteri dapat membantu membunuh bakteri penyebab infeksi.",daun dicampurkan pada bubur saring/nasi tim.
Beluntas,"Beluntas (Pluchea indica) mengandung senyawa antibakteri, antiinflamasi, dan imunostimulan, yang dapat membantu membunuh bakteri Mycobacterium tuberculosis penyebab TBC, mengurangi peradangan, dan meningkatkan sistem kekebalan tubuh.","batang dan daun beluntas, gelatin dari kulit sapi, rumput laut ditim sampai lunak, lalu dimakan."
Beluntas,"Beluntas (Pluchea indica) mengandung senyawa antiinflamasi dan analgesik, yang dapat membantu mengurangi peradangan dan nyeri pada persendian akibat rematik.","15 gr akar beluntas, direbus, minum."
Beluntas,"Kandungan flavonoid, tanin, dan saponin dalam beluntas memiliki efek antimikroba yang dapat membantu membunuh bakteri penyebab bau badan. Efek antimikroba ini diduga disebabkan oleh kemampuan senyawa-senyawa tersebut untuk merusak dinding sel bakteri.",Daun beluntas dimakan sebagai lalap.
Beluntas,"Beluntas (Pluchea indica) mengandung senyawa diuretik dan diaforetik, yang dapat membantu melancarkan pengeluaran keringat dan menurunkan suhu tubuh.","Daun direbus, atau diseduh sebagai teh, diminum seperti biasa."
Benalu,"Kandungan senyawa flavonoid, saponin, dan alkaloid dalam benalu memiliki efek antikanker yang dapat membantu membunuh sel kanker. Efek antikanker ini diduga disebabkan oleh kemampuan senyawa-senyawa tersebut untuk menghambat pertumbuhan dan perkembangan sel kanker.","1-2 batang benalu yang menempel pada 1 pohon teh, 1 batang rumput alang-alang, adas palawaras secukupnya. direbus dengan 3 gelas air sampai mendidih, kemudian disaring. diminum 1 kali sehari ½  gelas."
Benalu,"Kandungan senyawa flavonoid, saponin, dan alkaloid dalam benalu memiliki efek antiinflamasi, antibakteri, dan imunostimulan yang dapat membantu mengatasi amandel. Efek antiinflamasi dapat membantu meredakan peradangan pada amandel, sedangkan efek antibakteri dapat membantu membunuh bakteri penyebab infeksi amandel. Efek imunostimulan dapat membantu meningkatkan sistem kekebalan tubuh untuk melawan infeksi amandel.","1 batang benalu yang menempel pada 1 pohon jeruk nipis, adas palawaras secukupnya direbus dengan 3 gelas air sampai mendidih. kemudian disaring. diminum 1 kali sehari ½  gelas."
Benalu,"Kandungan senyawa flavonoid, saponin, dan alkaloid dalam benalu memiliki efek antiinflamasi, antipiretik, dan imunostimulan yang dapat membantu mengatasi campak. Efek antiinflamasi dapat membantu meredakan peradangan pada kulit akibat campak, sedangkan efek antipiretik dapat membantu menurunkan demam. Efek imunostimulan dapat membantu meningkatkan sistem kekebalan tubuh untuk melawan virus campak.","1-2 batang benalu, adas pulasari secukupnya, ditumbuk bersama sampai halus. digunakan sebagai bedak bagi yang kena campak."
Biadara Laut,"Kandungan senyawa flavonoid, saponin, dan alkaloid dalam bidara laut memiliki efek antioksidan, antiinflamasi, dan antibakteri yang dapat membantu mencerahkan kulit dan membuat raut muka lebih segar. Efek antioksidan dapat membantu melindungi kulit dari kerusakan akibat radikal bebas, sedangkan efek antiinflamasi dapat membantu meredakan peradangan pada kulit. Efek antibakteri dapat membantu melawan bakteri penyebab jerawat dan penuaan dini.","100 mg kayu bidara laut, 10 gram herba pegagan segar, diseduh dengan 100 ml air mendidih. Diminum sehari 1 kali, 100 ml. Diulang selama diperlukan."
Biadara Laut,"Kandungan senyawa flavonoid, saponin, dan alkaloid dalam bidara laut memiliki efek antiinflamasi, analgesik, dan imunostimulan yang dapat membantu mengatasi rematik. Efek antiinflamasi dapat membantu meredakan peradangan pada sendi, sedangkan efek analgesik dapat membantu mengurangi nyeri sendi. Efek imunostimulan dapat membantu meningkatkan sistem kekebalan tubuh untuk melawan infeksi yang dapat memperburuk gejala rematik.","100 mg kayu bidara laut, 8 gram daun jambu mete muda, 2 gram biji seledri, direbus dengan 100 ml air, diambil air sarinya. Diminum sehari 1 kali, 100 ml. Diulang selama 14 hari."
Biadara Laut,"Kandungan senyawa flavonoid, saponin, dan alkaloid dalam bidara laut memiliki efek antibakteri, antijamur, dan antiinflamasi yang dapat membantu mengatasi berbagai masalah kulit. Efek antibakteri dapat membantu melawan bakteri penyebab infeksi kulit, sedangkan efek antijamur dapat membantu melawan jamur penyebab infeksi kulit. Efek antiinflamasi dapat membantu meredakan peradangan pada kulit.","500 mg kayu bidara laut, 3 gram daun ketepeng, 4 gram rimpang kunyit dan 110 ml air. Dibuat infus. Dikompreskan pada bagian kulit yang sakit. Diperbaharui setiap 3 jam."
Biadara Upas,"Kandungan senyawa antiinflamasi dan analgesik dalam bidara upas dapat membantu meredakan peradangan dan nyeri pada usus buntu, sehingga gejala radang usus buntu dapat berkurang.","1⁄4 jari umbi dicuci bersih lalu diparut dan diremas dengan 1 sendok makan air gula, kemudian diperas dan disaring lalu diminum. Sehari 2 kali."
